trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1290,False,"{'a': 0.1, 'e': 0.9811055226493881}",25,0,-164.6260879954865,"{0: 14, 1: 3, 2: 4, 3: 2, 4: 2}",0
1291,False,"{'a': 0.1, 'e': 0.9568889718559658}",30,6,-192.84097006973636,"{0: 12, 1: 3, 2: 5, 3: 1, 4: 3}",1
1292,False,"{'a': 0.1, 'e': 0.923111502761189}",35,0,-117.0444711949524,"{0: 22, 1: 4, 2: 8, 3: 0, 4: 1}",0
1293,False,"{'a': 0.1, 'e': 0.8801106086709253}",30,0,-132.42005123192897,"{0: 18, 1: 3, 2: 6, 3: 2, 4: 1}",0
1294,False,"{'a': 0.1, 'e': 0.8283159403047103}",20,0,-123.34590345855402,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
1295,False,"{'a': 0.1, 'e': 0.7682450128678183}",20,0,-115.182990611268,"{0: 9, 1: 3, 2: 7, 3: 0, 4: 1}",0
1296,False,"{'a': 0.1, 'e': 0.70049803521039}",25,0,-39.387710803302795,"{0: 19, 1: 4, 2: 1, 3: 0, 4: 1}",0
1297,False,"{'a': 0.1, 'e': 0.6257519127389827}",20,6,-69.61128566674392,"{0: 8, 1: 2, 2: 3, 3: 0, 4: 1}",1
1298,False,"{'a': 0.1, 'e': 0.54475348400159}",35,20,-52.60771196234397,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 1}",1
1299,False,"{'a': 0.1, 'e': 0.45831205852361473}",20,0,8.011429059837136,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",0
1300,False,"{'a': 0.1, 'e': 0.3672913304546965}",20,0,12.012209959301165,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1301,False,"{'a': 0.1, 'e': 0.2726007488222473}",20,11,-11.615636629297152,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 0}",1
1302,False,"{'a': 0.1, 'e': 0.17518643061736572}",20,16,8.146440482693933,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1303,False,"{'a': 0.1, 'e': 0.07602170750671775}",25,15,17.91556619872817,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1304,False,"{'a': 0.1, 'e': 0.023902599375901803}",30,14,24.71865465023107,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1305,False,"{'a': 0.1, 'e': 0.12358807938670624}",30,16,27.14091652087791,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1306,False,"{'a': 0.1, 'e': 0.22203870816106638}",20,11,-1.3700803724896964,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
1307,False,"{'a': 0.1, 'e': 0.318270799559747}",25,8,-26.45000280846838,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 0}",1
1308,False,"{'a': 0.1, 'e': 0.4113228343355381}",20,8,-45.954214918022714,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
1309,False,"{'a': 0.1, 'e': 0.500265067315901}",20,0,-20.076608130771987,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
1310,False,"{'a': 0.1, 'e': 0.5842088171092893}",20,10,-3.517838049444627,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
1311,False,"{'a': 0.1, 'e': 0.6623153455158822}",25,0,-44.6498561713178,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
1312,False,"{'a': 0.1, 'e': 0.7338042379224459}",20,0,-116.1128673303537,"{0: 11, 1: 0, 2: 7, 3: 1, 4: 1}",0
1313,False,"{'a': 0.1, 'e': 0.7979612009470995}",30,6,-127.3782417971759,"{0: 13, 1: 2, 2: 7, 3: 1, 4: 1}",1
1314,False,"{'a': 0.1, 'e': 0.8541451994227945}",35,0,-129.79244527022823,"{0: 22, 1: 4, 2: 7, 3: 1, 4: 1}",0
1315,False,"{'a': 0.1, 'e': 0.9017948614087224}",20,0,-148.3240440883949,"{0: 7, 1: 1, 2: 11, 3: 0, 4: 1}",0
1316,False,"{'a': 0.1, 'e': 0.9404340872332042}",30,0,-170.28008896242133,"{0: 17, 1: 2, 2: 8, 3: 1, 4: 2}",0
1317,False,"{'a': 0.1, 'e': 0.9696768065242383}",20,0,-17.1274531388664,"{0: 14, 1: 5, 2: 1, 3: 0, 4: 0}",0
1318,False,"{'a': 0.1, 'e': 0.9892308356970101}",20,0,-139.3707742289985,"{0: 10, 1: 2, 2: 6, 3: 0, 4: 2}",0
1319,False,"{'a': 0.1, 'e': 0.9989007973557377}",25,0,-152.0043536281257,"{0: 15, 1: 1, 2: 6, 3: 1, 4: 2}",0
1320,False,"{'a': 0.1, 'e': 0.9985900724399912}",25,13,-62.002837030786516,"{0: 7, 1: 0, 2: 3, 3: 2, 4: 0}",1
1321,False,"{'a': 0.1, 'e': 0.9883017656104169}",20,0,-154.50944426639282,"{0: 8, 1: 5, 2: 4, 3: 1, 4: 2}",0
1322,False,"{'a': 0.1, 'e': 0.9681386742279867}",20,0,-128.12669065249756,"{0: 9, 1: 4, 2: 4, 3: 2, 4: 1}",0
1323,False,"{'a': 0.1, 'e': 0.9383022612367735}",35,0,-66.07387749620973,"{0: 24, 1: 3, 2: 8, 3: 0, 4: 0}",0
1324,False,"{'a': 0.1, 'e': 0.899090642212774}",30,2,-129.9130186015069,"{0: 17, 1: 2, 2: 6, 3: 2, 4: 1}",1
1325,False,"{'a': 0.1, 'e': 0.8508956066916382}",25,6,-54.480826676808356,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 1}",1
1326,False,"{'a': 0.1, 'e': 0.7941987035371325}",25,0,-68.86564902690527,"{0: 17, 1: 4, 2: 3, 3: 0, 4: 1}",0
1327,False,"{'a': 0.1, 'e': 0.7295664294640528}",20,0,-70.20371984283605,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
1328,False,"{'a': 0.1, 'e': 0.6576445687903847}",20,0,-68.61134124020822,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 2}",0
1329,False,"{'a': 0.1, 'e': 0.5791517409737558}",25,10,4.63648132211275,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
1330,False,"{'a': 0.1, 'e': 0.4948722204034305}",25,0,-2.5633530555267425,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
1331,False,"{'a': 0.1, 'e': 0.4056481001898418}",20,7,11.177937056630698,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1332,False,"{'a': 0.1, 'e': 0.3123708782485641}",25,0,-16.02669442079953,"{0: 22, 1: 2, 2: 0, 3: 0, 4: 1}",0
1333,False,"{'a': 0.1, 'e': 0.21597254974793711}",30,19,-21.938662963447904,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
1334,False,"{'a': 0.1, 'e': 0.11741629492126229}",30,14,18.064315223574027,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1335,False,"{'a': 0.1, 'e': 0.01768685528840119}",25,10,28.558865598305346,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1336,False,"{'a': 0.1, 'e': 0.08221930555600455}",20,6,-34.717478529909954,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
1337,False,"{'a': 0.1, 'e': 0.18130395827741175}",20,3,16.399398303717962,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1338,False,"{'a': 0.1, 'e': 0.27857708177880347}",30,15,1.2057396624449124,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 0}",1
1339,False,"{'a': 0.1, 'e': 0.37306675516440196}",25,16,13.302441586389287,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1340,False,"{'a': 0.1, 'e': 0.4638288688518717}",25,0,-11.192490877865785,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
1341,False,"{'a': 0.1, 'e': 0.5499565578032135}",30,12,20.653439376894696,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 0}",1
1342,False,"{'a': 0.1, 'e': 0.6305892626204765}",30,16,-70.38973366576327,"{0: 8, 1: 3, 2: 1, 3: 1, 4: 1}",1
1343,False,"{'a': 0.1, 'e': 0.7049213279707096}",30,0,-136.0942021025203,"{0: 22, 1: 2, 2: 2, 3: 1, 4: 3}",0
1344,False,"{'a': 0.1, 'e': 0.7722100524278709}",25,0,-28.47792784817385,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",0
1345,False,"{'a': 0.1, 'e': 0.8317831092998796}",25,0,-95.09505185046368,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
1346,False,"{'a': 0.1, 'e': 0.8830452642947053}",30,0,-163.5583377635148,"{0: 20, 1: 2, 2: 5, 3: 0, 4: 3}",0
1347,False,"{'a': 0.1, 'e': 0.925484322904666}",25,0,-114.34047771087056,"{0: 17, 1: 2, 2: 2, 3: 3, 4: 1}",0
1348,False,"{'a': 0.1, 'e': 0.9586762480845944}",25,0,-182.20297497463653,"{0: 16, 1: 2, 2: 3, 3: 0, 4: 4}",0
1349,False,"{'a': 0.1, 'e': 0.982289397089898}",20,0,-92.71958471084238,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
1350,False,"{'a': 0.1, 'e': 0.9960878351411849}",20,0,-153.49478490247316,"{0: 10, 1: 3, 2: 3, 3: 2, 4: 2}",0
1351,False,"{'a': 0.1, 'e': 0.999933692806604}",25,0,-78.32391333392594,"{0: 16, 1: 3, 2: 4, 3: 2, 4: 0}",0
1352,False,"{'a': 0.1, 'e': 0.9937885435476309}",25,0,-162.2385130676038,"{0: 12, 1: 4, 2: 5, 3: 3, 4: 1}",0
1353,False,"{'a': 0.1, 'e': 0.9777137876643482}",25,0,-172.80748760756018,"{0: 12, 1: 3, 2: 5, 3: 4, 4: 1}",0
1354,False,"{'a': 0.1, 'e': 0.9518700388039337}",20,4,-89.59177413811244,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 2}",1
1355,False,"{'a': 0.1, 'e': 0.916515519162193}",30,0,-204.58972777523596,"{0: 16, 1: 2, 2: 9, 3: 0, 4: 3}",0
1356,False,"{'a': 0.1, 'e': 0.8720034794127358}",25,0,-41.74692120323726,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 0}",0
1357,False,"{'a': 0.1, 'e': 0.8187786691429983}",20,0,-107.21501072242329,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
1358,False,"{'a': 0.1, 'e': 0.7573728930634428}",20,0,-77.92594388457196,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
1359,False,"{'a': 0.1, 'e': 0.6883996973905913}",35,0,-136.49396478693694,"{0: 23, 1: 5, 2: 4, 3: 1, 4: 2}",0
1360,False,"{'a': 0.1, 'e': 0.6125482394960996}",25,0,-194.5579777340982,"{0: 15, 1: 1, 2: 5, 3: 0, 4: 4}",1
1361,False,"{'a': 0.1, 'e': 0.5305764020740911}",25,14,-56.58663192523661,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 1}",1
1362,False,"{'a': 0.1, 'e': 0.4433032206277738}",20,7,-5.5810085321546365,"{0: 11, 1: 1, 2: 0, 3: 1, 4: 0}",1
1363,False,"{'a': 0.1, 'e': 0.3516006999375306}",20,9,-0.4254898165562233,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
1364,False,"{'a': 0.1, 'e': 0.2563851012772511}",30,12,25.90857594451725,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1365,False,"{'a': 0.1, 'e': 0.15860778743465642}",35,23,10.901795645760316,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1366,False,"{'a': 0.1, 'e': 0.05924571700877874}",30,16,25.32210728204315,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1367,False,"{'a': 0.1, 'e': 0.0407083170374487}",25,19,11.599369519500282,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1368,False,"{'a': 0.1, 'e': 0.14025560703619017}",35,18,5.610571467841167,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
1369,False,"{'a': 0.1, 'e': 0.23840150937176585}",20,0,-1.6588260140912565,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
1370,False,"{'a': 0.1, 'e': 0.33416538263076073}",25,6,-17.35460319354584,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 1}",1
1371,False,"{'a': 0.1, 'e': 0.4265903858468989}",25,18,-13.293835686432466,"{0: 5, 1: 1, 2: 0, 3: 1, 4: 0}",1
1372,False,"{'a': 0.1, 'e': 0.5147530389397132}",25,8,-12.368684169804586,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
1373,False,"{'a': 0.1, 'e': 0.5977724498221489}",20,0,-55.820861548536584,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
1374,False,"{'a': 0.1, 'e': 0.674819115983263}",20,0,-68.25950483007966,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
1375,False,"{'a': 0.1, 'e': 0.7451232126030157}",30,23,5.248668666273533,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1376,False,"{'a': 0.1, 'e': 0.8079822843874269}",20,0,-33.365912541730296,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
1377,False,"{'a': 0.1, 'e': 0.862768264269688}",20,0,-144.27059485039703,"{0: 12, 1: 0, 2: 4, 3: 2, 4: 2}",0
1378,False,"{'a': 0.1, 'e': 0.9089337488486212}",20,0,-110.55750781861823,"{0: 13, 1: 3, 2: 1, 3: 1, 4: 2}",0
1379,False,"{'a': 0.1, 'e': 0.9460174678626113}",30,0,-159.85190793805555,"{0: 20, 1: 2, 2: 4, 3: 1, 4: 3}",0
1380,False,"{'a': 0.1, 'e': 0.9736488930495181}",20,0,-57.721250989619385,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
1381,False,"{'a': 0.1, 'e': 0.9915519403426089}",20,0,-50.53349456982839,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
1382,False,"{'a': 0.1, 'e': 0.9995477284112925}",20,0,-111.73645940778457,"{0: 11, 1: 3, 2: 3, 3: 2, 4: 1}",0
1383,False,"{'a': 0.1, 'e': 0.9975563659842384}",25,0,-116.85688525055907,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 2}",0
1384,False,"{'a': 0.1, 'e': 0.9855977500965645}",20,0,-105.01496887351388,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
1385,False,"{'a': 0.1, 'e': 0.9637913672852274}",25,15,-15.688556135726067,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
1386,False,"{'a': 0.1, 'e': 0.9323550997190464}",25,0,-215.0912817549364,"{0: 10, 1: 0, 2: 11, 3: 2, 4: 2}",0
1387,False,"{'a': 0.1, 'e': 0.8916030481920811}",25,0,-211.9022697281135,"{0: 10, 1: 5, 2: 7, 3: 0, 4: 3}",0
1388,False,"{'a': 0.1, 'e': 0.8419423937323751}",20,0,-139.55151130364976,"{0: 12, 1: 1, 2: 3, 3: 2, 4: 2}",0
1389,False,"{'a': 0.1, 'e': 0.7838693291836495}",35,0,-112.20633933899242,"{0: 22, 1: 5, 2: 6, 3: 1, 4: 1}",0
1390,False,"{'a': 0.1, 'e': 0.717964101410472}",20,8,-38.330974124336635,"{0: 7, 1: 2, 2: 2, 3: 1, 4: 0}",1
1391,False,"{'a': 0.1, 'e': 0.6448852136633805}",20,0,-8.046251372823338,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
1392,False,"{'a': 0.1, 'e': 0.5653628460320516}",20,0,-257.5279707748284,"{0: 6, 1: 2, 2: 6, 3: 2, 4: 4}",0
1393,False,"{'a': 0.1, 'e': 0.4801915597273029}",20,10,-59.50467664847481,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 1}",1
1394,False,"{'a': 0.1, 'e': 0.3902223580879855}",25,4,-57.808455589346714,"{0: 14, 1: 0, 2: 6, 3: 1, 4: 0}",1
1395,False,"{'a': 0.1, 'e': 0.2963541836370153}",25,13,2.709791095639634,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
1396,False,"{'a': 0.1, 'e': 0.19952493614481323}",25,11,25.891992486549142,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1397,False,"{'a': 0.1, 'e': 0.10070210144479917}",20,11,17.454433799400423,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1398,False,"{'a': 0.1, 'e': 0.0008730846348656809}",25,17,14.982150392456953,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0.0, 'e': 0.0}",35,21,29.76933225163954,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.0, 'e': 0.0}",35,28,16.86093936697342,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0.0, 'e': 0.0}",20,16,8.722877602540729,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0.0, 'e': 0.0}",20,8,19.340497980542754,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.0, 'e': 0.0}",20,7,24.50884766684753,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.0, 'e': 0.0}",25,12,25.001547742018328,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0.0, 'e': 0.0}",20,3,33.38195558714788,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0.0, 'e': 0.0}",30,7,36.28327917500143,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.0, 'e': 0.0}",20,10,22.19494291218448,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0.0, 'e': 0.0}",30,12,35.7826328660354,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
